_id,id,geom,type,reported_location,locality,state,direction_of_travel,paved,toilet,lighting,shelter,water,bin,Table_or_Chair,comments,road_name,name,bbq,shade,power,disabled_toilet,off_the_road,waste_water,covered_table_or_Chair,BBQ
28824,4878,"{""type"":""Point"",""coordinates"":[130.1636,-15.68694]}",Formal,,,NT,,,,,N,,N,N,39KM WEST OF TIMBER LHS SSA,,JOHN WHYTE,N,,,,,,,
28825,4879,"{""type"":""Point"",""coordinates"":[130.0808,-15.7254]}",Formal,,,NT,,,,,N,,N,N,5KM EASTOF EAST BAINES RHS SSA,,EAST BAINES,N,,,,,,,
28826,4880,"{""type"":""Point"",""coordinates"":[131.7973,-16.54434]}",Formal,,,NT,,,,,N,,N,N,SEALED DUAL ACCESS,,TOP SPRINGS,N,,,,,,,
28827,4881,"{""type"":""Point"",""coordinates"":[132.71256,-14.68863]}",Formal,,,NT,,,N,,N,N,N,N,RHS SSA,,DINO BILATO,N,,,,,,,
28828,4882,"{""type"":""Point"",""coordinates"":[133.09596,-15.18056]}",Formal,,,NT,,,,,N,,N,N,WARLOCH PONDS RHS SSA,,KEVIN HOWLETT,N,,,,,,,
28829,4883,"{""type"":""Point"",""coordinates"":[131.591113,-15.262412]}",Formal,,,NT,,,,,N,,N,N,RHS SDA,,WILLEROO,N,,,,,,,
28830,4884,"{""type"":""Point"",""coordinates"":[132.01433,-14.16363]}",Formal,,,NT,,,N,,N,N,N,N,ALAN ROSS SOUTH RHS SSA,,ALAN ROSS SOUTH,N,,,,,,,
28831,4885,"{""type"":""Point"",""coordinates"":[133.42743,-16.06217]}",Formal,,,NT,,,,,N,,N,N,RHS SSA,,NOEL HEALY,N,,,,,,,
28832,4886,"{""type"":""Point"",""coordinates"":[131.282538,-15.574762]}",Formal,,,NT,,,,,N,,N,N,LHS SSA,,JACK TAYLOR,N,,,,,,,
28833,4887,"{""type"":""Point"",""coordinates"":[129.157549,-17.966407]}",Formal,,,NT,,,,,N,,N,N,LSA SSA,,KIRKIMBIE,N,,,,,,,
28834,4888,"{""type"":""Point"",""coordinates"":[132.7128418,-14.68844207]}",Formal,,,NT,,,,,N,,N,N,LHS SSA,,BEND CAMP,N,,,,,,,
28835,4889,"{""type"":""Point"",""coordinates"":[133.4393,-17.3482]}",Formal,,,NT,,,N,,N,N,N,N,TRUCK BAY,,NEWCASTLE WATERS,N,,,,,,,
28836,4890,"{""type"":""Point"",""coordinates"":[134.2482,-20.44106]}",Formal,,,NT,,,N,,N,N,N,N,OLD STUART HWY ACCESS RHS SDA,,1KM STH BONNEY WELL,N,,,,,,,
28837,4891,"{""type"":""Point"",""coordinates"":[134.1418,-21.19443]}",Formal,,,NT,,,N,,N,N,N,N,5KM NTH TAYLOR CREEK LHS SDA,,STAN CAWOOD,N,,,,,,,
28838,4892,"{""type"":""Point"",""coordinates"":[134.8761,-19.31712]}",Formal,,,NT,,,N,,N,N,Y,N,2KM EAST OF 41 MILE RHS STA,,KITTLE,N,,,,,,,
28839,4893,"{""type"":""Point"",""coordinates"":[136.6382,-19.98728]}",Formal,,,NT,,,N,,N,N,Y,N,BARRY CAVES LHS SSA,,BARRY CAVES,N,,,,,,,
28840,4894,"{""type"":""Point"",""coordinates"":[136.7018,-20.05477]}",Formal,,,NT,,,N,,N,N,Y,N,107KMEAST BARKLY HMSTD LHS STA,,KURT JOHANSSON,N,,,,,,,
28841,4895,"{""type"":""Point"",""coordinates"":[137.1362,-20.00948]}",Formal,,,NT,,,N,,N,N,Y,N,CH342.62KM RHS STA,,DD SMITH,N,,,,,,,
28842,4896,"{""type"":""Point"",""coordinates"":[137.77805,-19.99865]}",Formal,,,NT,,,N,,N,N,Y,N,KIAMA RHS SSA,,FRANK (SMILER) NILON,N,,,,,,,
28843,4897,"{""type"":""Point"",""coordinates"":[136.0712,-18.93498]}",Formal,,,NT,,,N,,N,N,N,N,BOREE CREEK SOUTH,,BOREE CREEK,N,,,,,,,
28844,4898,"{""type"":""Point"",""coordinates"":[135.6807,-17.77171]}",Formal,,,NT,,,N,,N,N,N,N,TRUCK STOP,,PRP 21,N,,,,,,,
28845,4899,"{""type"":""Point"",""coordinates"":[135.8383,-16.62636]}",Formal,,,NT,,,N,,N,N,N,N,LEILA CREEK NORTH,,LEILA CREEK,N,,,,,,,
28846,4900,"{""type"":""Point"",""coordinates"":[133.795117,-18.318592]}",Formal,,,NT,,,,,N,,N,N,RENNER SPRINGS LHS SDA,,RENNER SPRINGS,N,,,,,,,
28847,4901,"{""type"":""Point"",""coordinates"":[134.13207,-18.95774]}",Formal,,,NT,,,,,N,,N,N,CHURCHILLS LHS SDA,,CHURCHILLS HEAD LHS,N,,,,,,,
28848,4902,"{""type"":""Point"",""coordinates"":[133.5429,-17.55209]}",Formal,,,NT,,,N,,N,N,N,N,MURRANJI ST ELLIOT LHS SDA,,ELLIOT,N,,,,,,,
28849,4903,"{""type"":""Point"",""coordinates"":[133.794844,-18.318716]}",Formal,,,NT,,,,,N,,N,N,RENNER SPRINGS RHS SDA,,RENNER SPRINGS,N,,,,,,,
28850,4904,"{""type"":""Point"",""coordinates"":[134.2213,-20.18114]}",Formal,,,NT,,,,,N,,N,N,71KM OF WYCLIFFE WELL LHS,,DAVE BALDOCK,N,,,,,,,
28851,4905,"{""type"":""Point"",""coordinates"":[134.222294,-20.640838]}",Formal,,,NT,,,N,,N,Y,N,N,TRUCK PARKING BAY LHS SSA,,WAUCHOPE,N,,,,,,,
28852,4906,"{""type"":""Point"",""coordinates"":[135.03231,-19.29816]}",Formal,,,NT,,,,,N,,N,N,ROCKHAMPTOM LHS SDA,,ROCKHAMPTON,N,,,,,,,
28853,4907,"{""type"":""Point"",""coordinates"":[137.45274,-20.02355]}",Formal,,,NT,,,,,N,,N,N,AVON LHS SSA,,AVON,N,,,,,,,
28854,4908,"{""type"":""Point"",""coordinates"":[133.9215,-18.57703]}",Formal,,,NT,,,N,,N,N,N,N,RHS SSA,,MUCKATY STATION,N,,,,,,,
28855,4909,"{""type"":""Point"",""coordinates"":[133.71373,-17.95239]}",Formal,,,NT,,,,,N,,N,N,LHS SSA,,POWELL CREEK,N,,,,,,,
28856,4910,"{""type"":""Point"",""coordinates"":[136.7018,-20.05477]}",Formal,,,NT,,,,,N,,N,N,LHS UDA,,WEST RANKEN,N,,,,,,,
28857,4911,"{""type"":""Point"",""coordinates"":[137.752302,-20.004511]}",Formal,,,NT,,,,,N,,N,N,LHS SSA,,ROCKLANDS,N,,,,,,,
28858,4912,"{""type"":""Point"",""coordinates"":[135.72941,-17.148429]}",Formal,,,NT,,,N,,N,N,N,N,LHS USA,,MATCHBOX CREEK,N,,,,,,,
28859,4913,"{""type"":""Point"",""coordinates"":[134.13085,-18.95518]}",Formal,,,NT,,,N,,N,N,N,N,CHURCHILLS HEAD RHS SDA,,CHURCHILLS HEAD RHS,N,,,,,,,
28860,4914,"{""type"":""Point"",""coordinates"":[149.38351,-35.00028]}",Formal,44km North of Canberra,QUEANBEYAN-PALERANG,NSW,BOTH,,Y,N,,Y,Y,Y,,FEDERAL HIGHWAY,Gurney VC Rest Area,N,N,N,,,,,
28861,4917,"{""type"":""Point"",""coordinates"":[149.89847,-29.42244]}",Formal,7.4km North of Moree,MOREE PLAINS,NSW,BOTH,,N,Y,,N,Y,N,,NEWELL HIGHWAY,Camurra Truck Inspection Bay S/B,N,N,N,,,,,
28862,4918,"{""type"":""Point"",""coordinates"":[148.9123,-32.19215]}",Formal,33.08km East of Dubbo (Bourke St),DUBBO REGIONAL,NSW,BOTH,,N,N,,N,Y,Y,,DUNEDOO-DUBBO RD,East of Dubbo,N,Y,N,,,,,
28863,4921,"{""type"":""Point"",""coordinates"":[146.7039,-29.94317]}",Formal,15.75km west of Brewarrina,BREWARRINA,NSW,,,N,N,,,N,N,,KAMILAROI HIGHWAY,,N,N,N,,,,,
28864,4922,"{""type"":""Point"",""coordinates"":[149.30897,-31.24761]}",Formal,4.7km North of Coonabarabran,COONABARABRAN,NSW,,,N,Y,,N,Y,N,,NEWELL HIGHWAY,Dogtrap Gully Inspection Bay N/B,N,N,N,,,,,
28865,4924,"{""type"":""Point"",""coordinates"":[149.66178,-34.78364]}",Formal,7km South of Goulburn,GOULBURN MULWAREE,NSW,,,N,N,,N,N,N,,HUME HIGHWAY,Run O Waters Sth Goulburn S/B,N,N,N,,,,,
28866,4927,"{""type"":""Point"",""coordinates"":[146.41008,-30.67274]}",Formal,1km SouthEast of Byrock,BOGAN,NSW,,,N,N,,N,Y,N,,MITCHELL HIGHWAY,,N,N,N,,,,,
28867,4928,"{""type"":""Point"",""coordinates"":[149.4018,-34.9675]}",Formal,41km South of Goulburn,UPPER LACHLAN,NSW,,,N,N,,N,Y,N,,FEDERAL HIGHWAY,Truck Parking Area Haul Rd,N,N,N,,,,,
28868,4929,"{""type"":""Point"",""coordinates"":[149.31806,-31.23299]}",Formal,6.7km North of Coonabarabran,COONABARABRAN,NSW,BOTH,,Y,Y,,N,Y,N,,NEWELL HIGHWAY,Gowan Rest Area N/B,N,N,N,,,,,
28869,4930,"{""type"":""Point"",""coordinates"":[147.2777,-33.91541]}",Formal,7km from West Wyalong and  97km to Forbes,BLAND,NSW,BOTH,,N,Y,,N,Y,N,,NEWELL HIGHWAY,Five Mile Rest Area-North Bound,N,N,Y,,,,,
28870,4931,"{""type"":""Point"",""coordinates"":[149.30866,-35.16559]}",Formal,66km South of Goulburn,QUEANBEYAN-PALERANG,NSW,,,N,N,,N,N,N,,FEDERAL HIGHWAY,Truck Stopping Area Donnellys,N,N,N,,,,,
28871,4933,"{""type"":""Point"",""coordinates"":[142.22736,-31.78025]}",Formal,Topar Roadhouse,UNINCORPORATED NSW,NSW,BOTH,,Y,Y,,Y,Y,Y,,BARRIER HIGHWAY,Topar Road House,N,Y,N,,,,,
28872,4934,"{""type"":""Point"",""coordinates"":[150.04154,-33.74941]}",Formal,9.4km South of Oberon turn off,LITHGOW,NSW,BOTH,,N,N,,N,Y,N,,HARTLEY-JENOLAN CAVES-BATHURST,Jenolan State Forest,N,Y,N,,,,,
28873,4935,"{""type"":""Point"",""coordinates"":[146.54086,-34.76206]}",Formal,106km from Jerilderie and 2km to Narrandera,NARRANDERA,NSW,BOTH,,Y,Y,,Y,Y,Y,N,NEWELL HIGHWAY,Gillenbah Service Centre,N,Y,N,,,,,
28874,4936,"{""type"":""Point"",""coordinates"":[150.52081,-33.71231]}",Formal,64.5km from Lithgow,BLUE MOUNTAINS,NSW,BOTH,,N,N,,N,N,N,,GREAT WESTERN HIGHWAY,,N,N,N,,,,,
28875,4937,"{""type"":""Point"",""coordinates"":[149.28275,-36.51496]}",Formal,At Nimmitabel,SNOWY MONARO REGIONAL,NSW,BOTH,,N,N,,N,N,N,,BOMBALA ST,Truck Parking near Lake Williams S/B,N,N,N,,,,,
28876,4938,"{""type"":""Point"",""coordinates"":[141.41188,-31.97207]}",Formal,7.2km West of Broken Hill,BROKEN HILL,NSW,,,N,Y,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
28877,4939,"{""type"":""Point"",""coordinates"":[147.21842,-31.57372]}",Formal,0.3km SouthEast of Nyngan,BOGAN,NSW,,,N,N,,N,Y,N,,MITCHELL HIGHWAY,Nyngan-East approach,N,N,N,,,,,
28878,4940,"{""type"":""Point"",""coordinates"":[151.72421,-29.92242]}",Formal,80.6km North of Armidale,SEVERN,NSW,BOTH,,N,N,,N,Y,N,,NEW ENGLAND HIGHWAY,Glencoe Northbound,N,N,N,,,,,
28879,4941,"{""type"":""Point"",""coordinates"":[148.76321,-34.76655]}",Formal,18km from Yass and  83km to Gundagai,YASS VALLEY,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY,Two Mile,N,N,N,,,,,
28880,4943,"{""type"":""Point"",""coordinates"":[145.82001,-31.49783]}",Formal,1.8km West of Cobar,COBAR,NSW,BOTH,,Y,Y,,Y,Y,Y,LILYVALE HEAVY VEHICLE REST AREA - WEST,BARRIER HIGHWAY,Heavy Vehicle Inspection Rest Area - W/B,N,Y,Y,,,,,
28881,4944,"{""type"":""Point"",""coordinates"":[145.82001,-31.49783]}",Formal,1.8km West of Cobar,COBAR,NSW,BOTH,,Y,Y,,Y,Y,Y,,BARRIER HIGHWAY,Heavy Vehicle Inspection Rest Area - E/B,N,Y,Y,,,,,
28882,4945,"{""type"":""Point"",""coordinates"":[149.76666,-34.76071]}",Formal,8km North of Goulburn,GOULBURN MULWAREE,NSW,,,N,N,,N,Y,N,,HUME HIGHWAY,Goulburn Bypass S/B,N,N,N,,,,,
28883,4946,"{""type"":""Point"",""coordinates"":[148.84143,-34.77867]}",Formal,10km from Yass and  91km to Gundagai,YASS VALLEY,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY,McGarths (One Tree),N,N,N,,,,,
28884,4947,"{""type"":""Point"",""coordinates"":[145.69084,-35.41747]}",Formal,27km from Finley and  8km to Jerilderie,MURRUMBIDGEE,NSW,BOTH,,N,N,,N,Y,Y,Y,NEWELL HIGHWAY,McPhersons Lane,N,N,N,,,,,
28885,4948,"{""type"":""Point"",""coordinates"":[149.32293,-34.81335]}",Formal,40km South of Goulburn,UPPER LACHLAN,NSW,,,N,N,,Y,Y,N,,HUME HIGHWAY,Truck Area Lerida Creek S/B,N,N,N,,,,,
28886,4951,"{""type"":""Point"",""coordinates"":[148.81421,-33.24532]}",Formal,At Forbes Rd Turn Off,CABONNE,NSW,BOTH,,N,N,,N,Y,N,,ORANGE-PARKES RD,,N,Y,N,,,,,
28887,4952,"{""type"":""Point"",""coordinates"":[151.40478,-33.25159]}",Formal,97.47km from Newcastle,CENTRAL COAST,NSW,,,Y,Y,,Y,Y,Y,NULL,SYDNEY-NEWCASTLE FREEWAY,Wyong Service Centre S/B,N,N,N,,,,,
28888,4956,"{""type"":""Point"",""coordinates"":[149.98452,-33.14689]}",Formal,36.9km from Mudgee turnoff,LITHGOW,NSW,BOTH,,N,N,,Y,Y,Y,,CASTLEREAGH HIGHWAY,Capertee.,N,Y,N,,,,,
28889,4976,"{""type"":""Point"",""coordinates"":[142.891525,-38.607208]}",Formal,,PETERBOROUGH,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,GREAT OCEAN ROAD,Peterborough Truck Parking,N,N,,N,,,,
28890,4978,"{""type"":""Point"",""coordinates"":[142.370361,-38.32803]}",Formal,,ILLOWA,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,Tower Hill Truck Parking,N,N,,N,,,,
28891,4979,"{""type"":""Point"",""coordinates"":[142.275375,-38.348972]}",Formal,,ROSEBROOK,VIC,WESTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,Rosebrook Truck Parking,N,Y,,N,,,,
28892,4980,"{""type"":""Point"",""coordinates"":[142.157166,-38.375641]}",Formal,,PORT FAIRY,VIC,WESTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28893,4981,"{""type"":""Point"",""coordinates"":[142.155411,-38.372635]}",Formal,,PORT FAIRY,VIC,EASTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28894,4982,"{""type"":""Point"",""coordinates"":[141.841461,-38.228947]}",Formal,,TYRENDARRA,VIC,WESTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28895,4983,"{""type"":""Point"",""coordinates"":[141.784637,-38.217297]}",Formal,,TYRENDARRA,VIC,EASTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28896,4986,"{""type"":""Point"",""coordinates"":[141.204895,-38.10334]}",Formal,,NELSON,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PORTLAND-NELSON ROAD,,N,Y,,N,,,,
28897,4988,"{""type"":""Point"",""coordinates"":[141.093079,-38.057835]}",Formal,,NELSON,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,PORTLAND-NELSON ROAD,,N,Y,,N,,,,
28898,4989,"{""type"":""Point"",""coordinates"":[140.999725,-37.846424]}",Formal,,MUMBANNAR,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28899,4990,"{""type"":""Point"",""coordinates"":[141.027054,-37.85421]}",Formal,,MUMBANNAR,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28900,4992,"{""type"":""Point"",""coordinates"":[141.303009,-37.936138]}",Formal,,DARTMOOR,VIC,EASTBOUND,,Y,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,Y,,,,
28901,4993,"{""type"":""Point"",""coordinates"":[141.303055,-37.936707]}",Formal,,DARTMOOR,VIC,WESTBOUND,,Y,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,Y,,,,
28902,4994,"{""type"":""Point"",""coordinates"":[141.36528,-37.97039]}",Formal,,GREENWALD,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28903,4995,"{""type"":""Point"",""coordinates"":[141.596649,-38.090893]}",Formal,,HEYWOOD,VIC,EASTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28904,4996,"{""type"":""Point"",""coordinates"":[141.618851,-38.112061]}",Formal,,HEYWOOD,VIC,EASTBOUND,,N,N,,Y,Y,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28905,4998,"{""type"":""Point"",""coordinates"":[141.928558,-37.786488]}",Formal,,BRANXHOLME,VIC,SOUTHBOUND,,N,N,,N,N,N,No Comments,HENTY HIGHWAY,,N,N,,N,,,,
28906,4999,"{""type"":""Point"",""coordinates"":[141.625793,-38.245819]}",Formal,,HEATHMERE,VIC,SOUTHBOUND,,N,N,,Y,Y,N,No Comments,HENTY HIGHWAY,,N,Y,,N,,,,
28907,5001,"{""type"":""Point"",""coordinates"":[142.719788,-38.338913]}",Formal,,PANMURE,VIC,WESTBOUND,,N,N,,Y,Y,Y,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28908,5002,"{""type"":""Point"",""coordinates"":[142.95787,-38.226151]}",Formal,,TERANG,VIC,EASTBOUND,,N,N,,Y,Y,Y,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28909,5003,"{""type"":""Point"",""coordinates"":[142.990646,-38.214191]}",Formal,,BOORCAN,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28910,5004,"{""type"":""Point"",""coordinates"":[143.1651,-38.243797]}",Formal,,CAMPERDOWN,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28911,5006,"{""type"":""Point"",""coordinates"":[143.362503,-38.340092]}",Formal,,PIRRON YALLOCK,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28912,5007,"{""type"":""Point"",""coordinates"":[143.398865,-38.348892]}",Formal,,PIRRON YALLOCK,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28913,5012,"{""type"":""Point"",""coordinates"":[143.765778,-38.300892]}",Formal,,WARNCOORT,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,PRINCES HIGHWAY WEST,,N,N,,N,,,,
28914,5013,"{""type"":""Point"",""coordinates"":[143.843781,-38.288059]}",Formal,,BIRREGURRA,VIC,WESTBOUND,,N,N,,N,N,Y,No Comments,PRINCES HIGHWAY WEST,,N,Y,,N,,,,
28915,5120,"{""type"":""Point"",""coordinates"":[139.644996,-23.71162]}",Formal,88km N Bedourie,Bedourie,QLD,Right,,N,,Y,N,,Y,,,,,,,N,,,,
28916,5014,"{""type"":""Point"",""coordinates"":[144.267426,-38.215801]}",Formal,,WAURN PONDS,VIC,EASTBOUND,,Y,N,,N,N,Y,No Comments,PRINCES HIGHWAY WEST,,Y,Y,,Y,,,,
28917,5015,"{""type"":""Point"",""coordinates"":[144.265488,-38.216602]}",Formal,,WAURN PONDS,VIC,WESTBOUND,,Y,N,,N,N,Y,No Comments,PRINCES HIGHWAY WEST,,Y,Y,,Y,,,,
28918,5018,"{""type"":""Point"",""coordinates"":[144.300201,-38.096355]}",Formal,,BATESFORD,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,MIDLAND HIGHWAY,,N,N,,N,,,,
28919,5019,"{""type"":""Point"",""coordinates"":[144.251007,-38.080868]}",Formal,,GHERINGHAP,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,MIDLAND HIGHWAY,,N,N,,N,,,,
28920,5021,"{""type"":""Point"",""coordinates"":[144.144196,-38.047749]}",Formal,,BANNOCKBURN,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,SHELFORD-BANNOCKBURN ROAD,,N,Y,,N,,,,
28921,5023,"{""type"":""Point"",""coordinates"":[143.44783,-37.746384]}",Formal,,SKIPTON,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,ROKEWOOD-SKIPTON ROAD,,N,N,,N,,,,
28922,5024,"{""type"":""Point"",""coordinates"":[143.30574,-37.694714]}",Formal,,SKIPTON,VIC,WESTBOUND,,N,N,,N,N,Y,No Comments,GLENELG HIGHWAY,,N,Y,,N,,,,
28923,5025,"{""type"":""Point"",""coordinates"":[143.10881,-37.689812]}",Formal,,STREATHAM,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,Y,,N,,,,
28924,5026,"{""type"":""Point"",""coordinates"":[142.882095,-37.697254]}",Formal,,LAKE BOLAC,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,N,,N,,,,
28925,5028,"{""type"":""Point"",""coordinates"":[142.793335,-37.715939]}",Formal,,LAKE BOLAC,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,Y,,N,,,,
28926,5029,"{""type"":""Point"",""coordinates"":[142.583893,-37.635174]}",Formal,,GLENTHOMPSON,VIC,WESTBOUND,,N,N,,N,N,N,Large Pot Holes At Approach And Egress Of Truck Parking Bay,GLENELG HIGHWAY,,N,N,,N,,,,
28927,5031,"{""type"":""Point"",""coordinates"":[142.477005,-37.63586]}",Formal,,GLENTHOMPSON,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,Y,,N,,,,
28928,5032,"{""type"":""Point"",""coordinates"":[141.539459,-37.578854]}",Formal,,MUNTHAM,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,N,,N,,,,
28929,5033,"{""type"":""Point"",""coordinates"":[141.500412,-37.55854]}",Formal,,CARAPOOK,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,N,,N,,,,
28930,5035,"{""type"":""Point"",""coordinates"":[141.006195,-37.517323]}",Formal,,LAKE MUNDI,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,CASTERTON-PENOLA ROAD,,N,Y,,N,,,,
28931,5039,"{""type"":""Point"",""coordinates"":[141.36853,-37.091797]}",Formal,,EDENHOPE,VIC,SOUTHBOUND,,N,N,,N,N,N,No Comments,COLERAINE-EDENHOPE ROAD,,N,Y,,N,,,,
28932,5040,"{""type"":""Point"",""coordinates"":[141.725174,-37.602825]}",Formal,,COLERAINE,VIC,EASTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,N,,N,,,,
28933,5041,"{""type"":""Point"",""coordinates"":[141.948059,-37.710293]}",Formal,,BOCHARA,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,GLENELG HIGHWAY,,N,Y,,N,,,,
28934,5042,"{""type"":""Point"",""coordinates"":[141.57341,-36.894062]}",Formal,,MIGA LAKE,VIC,WESTBOUND,,N,N,,Y,Y,N,No Comments,WIMMERA HIGHWAY,,N,Y,,N,,,,
28935,5043,"{""type"":""Point"",""coordinates"":[141.855698,-36.779037]}",Formal,,TOOAN,VIC,WESTBOUND,,N,N,,Y,Y,N,No Comments,WIMMERA HIGHWAY,,N,Y,,N,,,,
28936,5045,"{""type"":""Point"",""coordinates"":[142.400284,-36.236546]}",Formal,,WARRACKNABEAL,VIC,SOUTHBOUND,,N,N,,N,N,N,No Comments,HENTY HIGHWAY,,N,Y,,N,,,,
28937,5051,"{""type"":""Point"",""coordinates"":[142.669037,-35.965153]}",Formal,,REEDY DAM,VIC,WESTBOUND,,N,N,,N,N,N,No Comments,BIRCHIP-RAINBOW ROAD,Roy Shannon Wayside Stop,N,Y,,N,,,,
28938,5055,"{""type"":""Point"",""coordinates"":[141.981323,-36.418694]}",Formal,,DIMBOOLA,VIC,EASTBOUND,,Y,Y,,Y,Y,Y,Multiple Parking Areas and Some Surfaces Are Gravel And Some Asphalt,WESTERN FREEWAY,Locked Rest Area,Y,Y,,N,,,,
28939,5056,"{""type"":""Point"",""coordinates"":[141.960602,-36.40313]}",Formal,,DIMBOOLA,VIC,WESTBOUND,,Y,Y,,Y,Y,Y,No Comments,WESTERN FREEWAY,Pink Lake Rest Area,Y,Y,,Y,,,,
28940,5058,"{""type"":""Point"",""coordinates"":[141.63570188,-36.3507042]}",Formal,,NHILL,VIC,WESTBOUND,,Y,Y,,Y,Y,Y,No Comments,WESTERN FREEWAY,Nhill Trailer Exchange,Y,Y,,N,,,,
28941,5059,"{""type"":""Point"",""coordinates"":[141.602402,-36.364025]}",Formal,,NHILL,VIC,WESTBOUND,,N,N,,Y,Y,Y,Overall Parking Surface Is Good But Some Very Large Pot Holes Exist,WESTERN FREEWAY,Dow Well Rest Area,Y,N,,N,,,,
28942,5060,"{""type"":""Point"",""coordinates"":[141.602264,-36.36364]}",Formal,,NHILL,VIC,EASTBOUND,,N,N,,Y,Y,Y,No Comments,WESTERN FREEWAY,Cockatoo Rest Area,Y,N,,N,,,,
28943,5062,"{""type"":""Point"",""coordinates"":[141.510483,-36.388386]}",Formal,,NHILL,VIC,WESTBOUND,,Y,N,,Y,Y,Y,Majority Of Parking On Asphalt and Small Area On Compared Dirt With Large Pot Holes,WESTERN FREEWAY,Lawloit Rest Area,Y,Y,,Y,,,,
28944,5063,"{""type"":""Point"",""coordinates"":[140.967392,-36.344597]}",Formal,,SERVICETON,VIC,WESTBOUND,,Y,Y,,Y,Y,Y,No Comments,WESTERN FREEWAY,Serviceton Rest Area,Y,Y,,Y,,,,
28945,5064,"{""type"":""Point"",""coordinates"":[141.793884,-36.362728]}",Formal,,KIATA,VIC,EASTBOUND,,N,N,,Y,Y,Y,No Comments,WESTERN FREEWAY,Kiata Rest Area,Y,Y,,N,,,,
28946,5066,"{""type"":""Point"",""coordinates"":[142.337341,-36.270859]}",Formal,,CANNUM,VIC,EASTBOUND,,N,N,,Y,Y,N,No Comments,BORUNG HIGHWAY,,N,N,,N,,,,
28947,5068,"{""type"":""Point"",""coordinates"":[142.443481,-36.246113]}",Formal,,WARRACKNABEAL,VIC,EASTBOUND,,N,N,,Y,Y,N,No Comments,BORUNG HIGHWAY,,N,Y,,N,,,,
28948,5069,"{""type"":""Point"",""coordinates"":[142.915344,-37.253998]}",Formal,,ARARAT,VIC,EASTBOUND,,N,N,,Y,Y,Y,No Comments,WESTERN FREEWAY,,Y,Y,,N,,,,
28949,5074,"{""type"":""Point"",""coordinates"":[152.263681,-25.599247]}",Formal,0.2km N Brooweena,Brooweena,QLD,,,Y,,Y,N,,Y,Smith Cr,,,,,,N,,,,
